date,station,station_type,latitude,longitude,pm25_daily_mean,temperature_f,relative_humidity
2024-11-25,Syracuse-University,suburban,43.04,-76.14,5.5,17.6,69.5
2024-11-26,Syracuse-University,suburban,43.04,-76.14,4.0,21.8,48.2
2024-11-27,Syracuse-University,suburban,43.04,-76.14,3.5,13.2,38.5
2024-11-28,Syracuse-University,suburban,43.04,-76.14,5.2,12.3,100.0
2024-11-29,Syracuse-University,suburban,43.04,-76.14,4.4,13.7,73.6
2024-11-30,Syracuse-University,suburban,43.04,-76.14,3.0,7.6,55.1
2024-12-01,Syracuse-University,suburban,43.04,-76.14,4.5,5.9,83.4
2024-12-02,Syracuse-University,suburban,43.04,-76.14,3.8,19.1,57.9
2024-12-03,Syracuse-University,suburban,43.04,-76.14,1.7,17.9,62.4
2024-12-04,Syracuse-University,suburban,43.04,-76.14,5.2,15.9,100.0
2024-12-05,Syracuse-University,suburban,43.04,-76.14,4.3,11.7,51.6
2024-12-06,Syracuse-University,suburban,43.04,-76.14,2.0,11.6,55.5
2024-12-07,Syracuse-University,suburban,43.04,-76.14,4.4,15.6,44.2
2024-12-08,Syracuse-University,suburban,43.04,-76.14,2.4,10.1,71.8
2024-12-09,Syracuse-University,suburban,43.04,-76.14,3.0,26.2,32.6
2024-12-10,Syracuse-University,suburban,43.04,-76.14,6.3,20.8,66.6
2024-12-11,Syracuse-University,suburban,43.04,-76.14,,6.6,55.0
2024-12-12,Syracuse-University,suburban,43.04,-76.14,7.2,14.0,67.5
2024-12-13,Syracuse-University,suburban,43.04,-76.14,11.3,15.3,77.5
2024-12-14,Syracuse-University,suburban,43.04,-76.14,4.5,16.3,67.9
2024-12-15,Syracuse-University,suburban,43.04,-76.14,3.1,29.0,67.1
2024-12-16,Syracuse-University,suburban,43.04,-76.14,4.4,8.0,75.4
2024-12-17,Syracuse-University,suburban,43.04,-76.14,4.2,14.0,58.7
2024-12-18,Syracuse-University,suburban,43.04,-76.14,3.3,21.4,58.5
2024-12-19,Syracuse-University,suburban,43.04,-76.14,6.9,7.3,58.3
2024-12-20,Syracuse-University,suburban,43.04,-76.14,6.1,19.9,54.1
2024-12-21,Syracuse-University,suburban,43.04,-76.14,5.9,4.9,70.9
2024-12-22,Syracuse-University,suburban,43.04,-76.14,3.9,14.1,69.4
2024-12-23,Syracuse-University,suburban,43.04,-76.14,3.8,14.5,74.8
2024-12-24,Syracuse-University,suburban,43.04,-76.14,3.5,8.4,76.3
2024-12-25,Syracuse-University,suburban,43.04,-76.14,4.6,12.9,74.3
2024-12-26,Syracuse-University,suburban,43.04,-76.14,5.9,19.6,73.3
2024-12-27,Syracuse-University,suburban,43.04,-76.14,3.6,13.6,81.0
2024-12-28,Syracuse-University,suburban,43.04,-76.14,4.1,18.1,43.4
2024-12-29,Syracuse-University,suburban,43.04,-76.14,3.5,6.5,51.3
2024-12-30,Syracuse-University,suburban,43.04,-76.14,3.6,12.5,82.0
2024-12-31,Syracuse-University,suburban,43.04,-76.14,2.6,13.8,46.8
2020-01-01,Rochester-East,suburban,43.17,-77.55,3.1,12.6,74.6
2020-01-02,Rochester-East,suburban,43.17,-77.55,6.3,16.5,49.1
2020-01-03,Rochester-East,suburban,43.17,-77.55,8.9,12.2,62.8
2020-01-04,Rochester-East,suburban,43.17,-77.55,8.5,11.5,62.7
2020-01-05,Rochester-East,suburban,43.17,-77.55,2.3,17.7,56.6
2020-01-06,Rochester-East,suburban,43.17,-77.55,9.4,16.8,78.4
2020-01-07,Rochester-East,suburban,43.17,-77.55,6.4,9.2,66.3
2020-01-08,Rochester-East,suburban,43.17,-77.55,5.9,23.9,46.9
2020-01-09,Rochester-East,suburban,43.17,-77.55,8.3,12.0,66.0
2020-01-10,Rochester-East,suburban,43.17,-77.55,,6.4,68.4
2020-01-11,Rochester-East,suburban,43.17,-77.55,8.9,15.0,56.6
2020-01-12,Rochester-East,suburban,43.17,-77.55,9.5,18.8,72.1
2020-01-13,Rochester-East,suburban,43.17,-77.55,10.1,20.5,47.7
2020-01-14,Rochester-East,suburban,43.17,-77.55,,12.3,69.3
2020-01-15,Rochester-East,suburban,43.17,-77.55,6.7,13.5,97.5
2020-01-16,Rochester-East,suburban,43.17,-77.55,9.7,24.0,73.4
2020-01-17,Rochester-East,suburban,43.17,-77.55,7.5,20.4,74.4
2020-01-18,Rochester-East,suburban,43.17,-77.55,9.2,14.8,51.4
2020-01-19,Rochester-East,suburban,43.17,-77.55,6.3,25.7,56.6
2020-01-20,Rochester-East,suburban,43.17,-77.55,6.8,11.0,72.6
2020-01-21,Rochester-East,suburban,43.17,-77.55,4.6,27.7,92.5
2020-01-22,Rochester-East,suburban,43.17,-77.55,4.6,19.4,92.0
2020-01-23,Rochester-East,suburban,43.17,-77.55,8.7,11.4,75.4
2020-01-24,Rochester-East,suburban,43.17,-77.55,9.9,9.6,61.2
2020-01-25,Rochester-East,suburban,43.17,-77.55,9.8,7.9,53.6
2020-01-26,Rochester-East,suburban,43.17,-77.55,11.6,9.1,72.0
2020-01-27,Rochester-East,suburban,43.17,-77.55,13.2,14.3,44.1
2020-01-28,Rochester-East,suburban,43.17,-77.55,6.3,16.3,66.9
2020-01-29,Rochester-East,suburban,43.17,-77.55,5.7,28.5,97.3
2020-01-30,Rochester-East,suburban,43.17,-77.55,5.5,17.6,78.8
2020-01-31,Rochester-East,suburban,43.17,-77.55,4.8,17.9,76.7
2020-02-01,Rochester-East,suburban,43.17,-77.55,7.9,17.6,73.4
2020-02-02,Rochester-East,suburban,43.17,-77.55,13.2,13.2,85.6
2020-02-03,Rochester-East,suburban,43.17,-77.55,7.1,18.0,70.4
2020-02-04,Rochester-East,suburban,43.17,-77.55,7.6,19.2,77.8
2020-02-05,Rochester-East,suburban,43.17,-77.55,13.0,18.2,61.8
2020-02-06,Rochester-East,suburban,43.17,-77.55,8.5,19.9,70.6
2020-02-07,Rochester-East,suburban,43.17,-77.55,5.8,34.2,52.0
2020-02-08,Rochester-East,suburban,43.17,-77.55,7.8,21.7,53.7
2020-02-09,Rochester-East,suburban,43.17,-77.55,9.5,24.0,48.0
2020-02-10,Rochester-East,suburban,43.17,-77.55,5.2,22.0,87.1
2020-02-11,Rochester-East,suburban,43.17,-77.55,7.0,21.1,68.3
2020-02-12,Rochester-East,suburban,43.17,-77.55,7.0,18.5,45.9
2020-02-13,Rochester-East,suburban,43.17,-77.55,7.1,23.4,90.7
2020-02-14,Rochester-East,suburban,43.17,-77.55,8.8,26.8,54.3
2020-02-15,Rochester-East,suburban,43.17,-77.55,15.9,15.8,65.4
2020-02-16,Rochester-East,suburban,43.17,-77.55,10.9,21.1,50.6
2020-02-17,Rochester-East,suburban,43.17,-77.55,9.8,25.7,54.6
2020-02-18,Rochester-East,suburban,43.17,-77.55,10.0,29.1,98.5
2020-02-19,Rochester-East,suburban,43.17,-77.55,8.3,14.8,49.6
2020-02-20,Rochester-East,suburban,43.17,-77.55,,28.3,74.2
2020-02-21,Rochester-East,suburban,43.17,-77.55,13.7,28.6,55.1
2020-02-22,Rochester-East,suburban,43.17,-77.55,4.7,27.6,58.8
2020-02-23,Rochester-East,suburban,43.17,-77.55,8.7,25.8,66.0
2020-02-24,Rochester-East,suburban,43.17,-77.55,17.5,27.7,69.8
2020-02-25,Rochester-East,suburban,43.17,-77.55,17.8,20.5,48.0
2020-02-26,Rochester-East,suburban,43.17,-77.55,7.9,29.0,73.9
2020-02-27,Rochester-East,suburban,43.17,-77.55,10.0,31.9,94.4
2020-02-28,Rochester-East,suburban,43.17,-77.55,6.2,39.9,90.3
2020-02-29,Rochester-East,suburban,43.17,-77.55,10.8,27.8,76.5
2020-03-01,Rochester-East,suburban,43.17,-77.55,6.0,37.2,75.1
2020-03-02,Rochester-East,suburban,43.17,-77.55,13.0,39.0,48.2
2020-03-03,Rochester-East,suburban,43.17,-77.55,9.3,36.4,77.7
2020-03-04,Rochester-East,suburban,43.17,-77.55,9.7,39.3,79.5
2020-03-05,Rochester-East,suburban,43.17,-77.55,13.2,36.6,75.4
2020-03-06,Rochester-East,suburban,43.17,-77.55,16.2,30.5,39.6
2020-03-07,Rochester-East,suburban,43.17,-77.55,7.4,27.9,65.9
2020-03-08,Rochester-East,suburban,43.17,-77.55,11.7,29.5,49.2
2020-03-09,Rochester-East,suburban,43.17,-77.55,7.3,43.1,64.1
2020-03-10,Rochester-East,suburban,43.17,-77.55,10.4,27.0,71.5
2020-03-11,Rochester-East,suburban,43.17,-77.55,11.6,32.1,74.9
2020-03-12,Rochester-East,suburban,43.17,-77.55,13.4,23.4,76.7
2020-03-13,Rochester-East,suburban,43.17,-77.55,8.4,29.9,64.4
2020-03-14,Rochester-East,suburban,43.17,-77.55,10.2,32.6,67.4
2020-03-15,Rochester-East,suburban,43.17,-77.55,7.1,38.0,62.2
2020-03-16,Rochester-East,suburban,43.17,-77.55,9.9,42.6,52.6
2020-03-17,Rochester-East,suburban,43.17,-77.55,18.0,38.8,61.1
2020-03-18,Rochester-East,suburban,43.17,-77.55,7.8,46.4,90.4
2020-03-19,Rochester-East,suburban,43.17,-77.55,,32.2,52.9
2020-03-20,Rochester-East,suburban,43.17,-77.55,7.7,28.9,79.3
2020-03-21,Rochester-East,suburban,43.17,-77.55,16.9,34.8,68.4
2020-03-22,Rochester-East,suburban,43.17,-77.55,,43.8,44.7
2020-03-23,Rochester-East,suburban,43.17,-77.55,9.7,37.2,47.6
2020-03-24,Rochester-East,suburban,43.17,-77.55,8.8,36.9,50.0
2020-03-25,Rochester-East,suburban,43.17,-77.55,11.5,40.9,84.7
2020-03-26,Rochester-East,suburban,43.17,-77.55,4.3,53.9,69.4
2020-03-27,Rochester-East,suburban,43.17,-77.55,8.5,43.2,65.4
2020-03-28,Rochester-East,suburban,43.17,-77.55,,47.5,58.9
2020-03-29,Rochester-East,suburban,43.17,-77.55,14.3,42.6,90.3
2020-03-30,Rochester-East,suburban,43.17,-77.55,15.4,39.1,69.2
2020-03-31,Rochester-East,suburban,43.17,-77.55,8.1,29.3,63.0
2020-04-01,Rochester-East,suburban,43.17,-77.55,,42.0,68.3
2020-04-02,Rochester-East,suburban,43.17,-77.55,6.6,44.5,76.2
2020-04-03,Rochester-East,suburban,43.17,-77.55,14.1,52.5,66.8
2020-04-04,Rochester-East,suburban,43.17,-77.55,16.3,65.1,78.2
2020-04-05,Rochester-East,suburban,43.17,-77.55,,50.3,73.7
2020-04-06,Rochester-East,suburban,43.17,-77.55,18.9,52.3,78.5
2020-04-07,Rochester-East,suburban,43.17,-77.55,10.7,35.0,66.6
2020-04-08,Rochester-East,suburban,43.17,-77.55,,54.0,73.6
2020-04-09,Rochester-East,suburban,43.17,-77.55,16.9,53.0,75.3
2020-04-10,Rochester-East,suburban,43.17,-77.55,11.0,40.8,52.4
2020-04-11,Rochester-East,suburban,43.17,-77.55,10.9,45.0,63.9
2020-04-12,Rochester-East,suburban,43.17,-77.55,12.6,59.6,63.2
2020-04-13,Rochester-East,suburban,43.17,-77.55,12.0,48.4,61.0
2020-04-14,Rochester-East,suburban,43.17,-77.55,7.2,47.1,78.6
2020-04-15,Rochester-East,suburban,43.17,-77.55,17.4,49.4,64.6
2020-04-16,Rochester-East,suburban,43.17,-77.55,,59.7,63.2
2020-04-17,Rochester-East,suburban,43.17,-77.55,13.8,48.4,65.1
2020-04-18,Rochester-East,suburban,43.17,-77.55,11.5,60.0,79.0
2020-04-19,Rochester-East,suburban,43.17,-77.55,12.5,50.2,73.5
2020-04-20,Rochester-East,suburban,43.17,-77.55,7.0,57.3,59.8
2020-04-21,Rochester-East,suburban,43.17,-77.55,7.9,46.5,83.3
2020-04-22,Rochester-East,suburban,43.17,-77.55,12.6,66.2,58.4
2020-04-23,Rochester-East,suburban,43.17,-77.55,17.7,59.9,38.4
2020-04-24,Rochester-East,suburban,43.17,-77.55,12.0,61.7,76.4
2020-04-25,Rochester-East,suburban,43.17,-77.55,,56.9,63.9
2020-04-26,Rochester-East,suburban,43.17,-77.55,6.2,69.1,100.0
2020-04-27,Rochester-East,suburban,43.17,-77.55,7.7,45.8,67.2
2020-04-28,Rochester-East,suburban,43.17,-77.55,10.5,43.9,56.3
2020-04-29,Rochester-East,suburban,43.17,-77.55,15.7,53.7,72.3
2020-04-30,Rochester-East,suburban,43.17,-77.55,15.7,52.0,66.0
2020-05-01,Rochester-East,suburban,43.17,-77.55,12.3,67.0,57.8
2020-05-02,Rochester-East,suburban,43.17,-77.55,,64.8,49.9
2020-05-03,Rochester-East,suburban,43.17,-77.55,10.7,64.7,60.0
2020-05-04,Rochester-East,suburban,43.17,-77.55,24.8,57.4,53.9
2020-05-05,Rochester-East,suburban,43.17,-77.55,14.1,55.6,77.9
2020-05-06,Rochester-East,suburban,43.17,-77.55,22.8,62.5,56.5
2020-05-07,Rochester-East,suburban,43.17,-77.55,13.9,78.1,69.1
2020-05-08,Rochester-East,suburban,43.17,-77.55,20.4,58.1,56.3
2020-05-09,Rochester-East,suburban,43.17,-77.55,8.8,65.3,57.7
2020-05-10,Rochester-East,suburban,43.17,-77.55,11.7,63.0,68.5
2020-05-11,Rochester-East,suburban,43.17,-77.55,12.1,62.1,61.9
2020-05-12,Rochester-East,suburban,43.17,-77.55,15.6,62.2,55.0
2020-05-13,Rochester-East,suburban,43.17,-77.55,15.8,64.3,65.2
2020-05-14,Rochester-East,suburban,43.17,-77.55,8.3,62.0,79.3
2020-05-15,Rochester-East,suburban,43.17,-77.55,13.2,65.6,78.5
2020-05-16,Rochester-East,suburban,43.17,-77.55,13.5,63.5,71.4
2020-05-17,Rochester-East,suburban,43.17,-77.55,12.1,72.6,27.7
2020-05-18,Rochester-East,suburban,43.17,-77.55,13.1,63.4,65.1
2020-05-19,Rochester-East,suburban,43.17,-77.55,13.3,63.7,79.3
2020-05-20,Rochester-East,suburban,43.17,-77.55,21.6,65.2,54.1
2020-05-21,Rochester-East,suburban,43.17,-77.55,,71.3,52.4
2020-05-22,Rochester-East,suburban,43.17,-77.55,14.4,61.8,72.1
2020-05-23,Rochester-East,suburban,43.17,-77.55,9.5,59.6,52.5
2020-05-24,Rochester-East,suburban,43.17,-77.55,10.1,64.5,54.7
2020-05-25,Rochester-East,suburban,43.17,-77.55,12.3,64.9,37.6
2020-05-26,Rochester-East,suburban,43.17,-77.55,16.9,78.0,82.2
2020-05-27,Rochester-East,suburban,43.17,-77.55,11.7,62.1,90.9
2020-05-28,Rochester-East,suburban,43.17,-77.55,27.6,65.4,58.3
2020-05-29,Rochester-East,suburban,43.17,-77.55,10.1,65.0,58.3
2020-05-30,Rochester-East,suburban,43.17,-77.55,8.1,60.0,59.7
2020-05-31,Rochester-East,suburban,43.17,-77.55,7.9,63.7,79.4
2020-06-01,Rochester-East,suburban,43.17,-77.55,15.9,67.2,68.9
2020-06-02,Rochester-East,suburban,43.17,-77.55,17.0,65.2,77.8
2020-06-03,Rochester-East,suburban,43.17,-77.55,8.9,66.3,38.1
2020-06-04,Rochester-East,suburban,43.17,-77.55,11.6,75.5,76.8
2020-06-05,Rochester-East,suburban,43.17,-77.55,12.9,66.4,63.0
2020-06-06,Rochester-East,suburban,43.17,-77.55,10.2,76.8,37.6
2020-06-07,Rochester-East,suburban,43.17,-77.55,15.5,70.4,45.3
2020-06-08,Rochester-East,suburban,43.17,-77.55,15.9,72.3,48.8
2020-06-09,Rochester-East,suburban,43.17,-77.55,16.1,59.4,85.8
2020-06-10,Rochester-East,suburban,43.17,-77.55,13.3,71.2,29.2
2020-06-11,Rochester-East,suburban,43.17,-77.55,15.0,72.5,64.9
2020-06-12,Rochester-East,suburban,43.17,-77.55,12.1,76.6,59.6
2020-06-13,Rochester-East,suburban,43.17,-77.55,,63.9,47.9
2020-06-14,Rochester-East,suburban,43.17,-77.55,6.9,64.6,75.5
2020-06-15,Rochester-East,suburban,43.17,-77.55,13.1,78.8,61.5
2020-06-16,Rochester-East,suburban,43.17,-77.55,9.5,71.0,66.9
2020-06-17,Rochester-East,suburban,43.17,-77.55,24.8,66.7,63.0
2020-06-18,Rochester-East,suburban,43.17,-77.55,18.3,67.0,49.8
2020-06-19,Rochester-East,suburban,43.17,-77.55,8.0,68.0,22.3
2020-06-20,Rochester-East,suburban,43.17,-77.55,10.8,64.6,89.0
2020-06-21,Rochester-East,suburban,43.17,-77.55,10.1,63.0,54.3
2020-06-22,Rochester-East,suburban,43.17,-77.55,10.9,75.5,53.5
2020-06-23,Rochester-East,suburban,43.17,-77.55,10.8,72.0,46.5
2020-06-24,Rochester-East,suburban,43.17,-77.55,13.6,68.4,56.6
2020-06-25,Rochester-East,suburban,43.17,-77.55,,77.0,67.2
2020-06-26,Rochester-East,suburban,43.17,-77.55,13.0,61.2,40.3
2020-06-27,Rochester-East,suburban,43.17,-77.55,13.1,78.8,23.2
2020-06-28,Rochester-East,suburban,43.17,-77.55,20.0,64.8,83.9
2020-06-29,Rochester-East,suburban,43.17,-77.55,13.3,65.8,69.0
2020-06-30,Rochester-East,suburban,43.17,-77.55,10.6,58.7,57.8
2020-07-01,Rochester-East,suburban,43.17,-77.55,9.2,54.0,68.7
2020-07-02,Rochester-East,suburban,43.17,-77.55,5.1,66.7,76.5
2020-07-03,Rochester-East,suburban,43.17,-77.55,17.0,61.7,62.2
2020-07-04,Rochester-East,suburban,43.17,-77.55,8.0,69.2,89.9
2020-07-05,Rochester-East,suburban,43.17,-77.55,13.4,71.7,77.1
2020-07-06,Rochester-East,suburban,43.17,-77.55,14.1,75.6,72.6
2020-07-07,Rochester-East,suburban,43.17,-77.55,14.0,68.3,63.1
2020-07-08,Rochester-East,suburban,43.17,-77.55,10.8,58.5,79.6
2020-07-09,Rochester-East,suburban,43.17,-77.55,10.4,73.2,52.2
2020-07-10,Rochester-East,suburban,43.17,-77.55,11.3,63.7,66.0
2020-07-11,Rochester-East,suburban,43.17,-77.55,19.9,68.7,57.9
2020-07-12,Rochester-East,suburban,43.17,-77.55,17.9,63.3,63.1
2020-07-13,Rochester-East,suburban,43.17,-77.55,12.3,60.2,55.8
2020-07-14,Rochester-East,suburban,43.17,-77.55,13.6,63.9,53.4
2020-07-15,Rochester-East,suburban,43.17,-77.55,11.7,69.5,68.1
2020-07-16,Rochester-East,suburban,43.17,-77.55,11.9,68.5,65.3
2020-07-17,Rochester-East,suburban,43.17,-77.55,16.4,66.9,55.8
2020-07-18,Rochester-East,suburban,43.17,-77.55,9.7,55.3,51.0
2020-07-19,Rochester-East,suburban,43.17,-77.55,13.2,61.7,97.1
2020-07-20,Rochester-East,suburban,43.17,-77.55,8.4,65.8,49.3
2020-07-21,Rochester-East,suburban,43.17,-77.55,14.0,64.5,63.1
2020-07-22,Rochester-East,suburban,43.17,-77.55,9.5,68.5,68.0
2020-07-23,Rochester-East,suburban,43.17,-77.55,12.1,48.0,42.4
2020-07-24,Rochester-East,suburban,43.17,-77.55,12.7,52.5,71.0
2020-07-25,Rochester-East,suburban,43.17,-77.55,8.4,60.9,58.2
2020-07-26,Rochester-East,suburban,43.17,-77.55,13.0,73.7,50.8
2020-07-27,Rochester-East,suburban,43.17,-77.55,12.3,74.9,35.5
2020-07-28,Rochester-East,suburban,43.17,-77.55,15.0,58.5,99.5
2020-07-29,Rochester-East,suburban,43.17,-77.55,11.8,55.1,93.8
2020-07-30,Rochester-East,suburban,43.17,-77.55,6.7,66.4,79.4
2020-07-31,Rochester-East,suburban,43.17,-77.55,5.1,46.8,68.9
2020-08-01,Rochester-East,suburban,43.17,-77.55,8.9,57.2,68.5
2020-08-02,Rochester-East,suburban,43.17,-77.55,10.0,60.3,76.8
2020-08-03,Rochester-East,suburban,43.17,-77.55,8.7,62.3,74.0
2020-08-04,Rochester-East,suburban,43.17,-77.55,12.8,62.7,32.7
2020-08-05,Rochester-East,suburban,43.17,-77.55,12.8,70.5,52.5
2020-08-06,Rochester-East,suburban,43.17,-77.55,15.6,57.0,30.2
2020-08-07,Rochester-East,suburban,43.17,-77.55,8.5,59.5,52.4
2020-08-08,Rochester-East,suburban,43.17,-77.55,12.8,55.1,40.1
2020-08-09,Rochester-East,suburban,43.17,-77.55,10.6,53.6,76.6
2020-08-10,Rochester-East,suburban,43.17,-77.55,,58.2,38.9
2020-08-11,Rochester-East,suburban,43.17,-77.55,9.6,53.1,56.2
2020-08-12,Rochester-East,suburban,43.17,-77.55,12.0,59.5,75.0
2020-08-13,Rochester-East,suburban,43.17,-77.55,4.3,50.8,50.7
2020-08-14,Rochester-East,suburban,43.17,-77.55,11.5,54.0,86.6
2020-08-15,Rochester-East,suburban,43.17,-77.55,10.1,48.6,77.4
2020-08-16,Rochester-East,suburban,43.17,-77.55,9.0,64.4,41.9
2020-08-17,Rochester-East,suburban,43.17,-77.55,8.8,60.4,68.0
2020-08-18,Rochester-East,suburban,43.17,-77.55,12.7,56.0,38.2
2020-08-19,Rochester-East,suburban,43.17,-77.55,,51.9,78.3
2020-08-20,Rochester-East,suburban,43.17,-77.55,6.1,54.0,55.6
2020-08-21,Rochester-East,suburban,43.17,-77.55,7.5,53.9,59.2
2020-08-22,Rochester-East,suburban,43.17,-77.55,10.3,45.5,67.7
2020-08-23,Rochester-East,suburban,43.17,-77.55,8.3,53.0,98.4
2020-08-24,Rochester-East,suburban,43.17,-77.55,8.5,62.3,45.8
2020-08-25,Rochester-East,suburban,43.17,-77.55,,43.6,62.4
2020-08-26,Rochester-East,suburban,43.17,-77.55,9.3,48.1,73.4
2020-08-27,Rochester-East,suburban,43.17,-77.55,10.1,58.2,40.8
2020-08-28,Rochester-East,suburban,43.17,-77.55,13.5,59.7,58.5
2020-08-29,Rochester-East,suburban,43.17,-77.55,6.3,55.8,64.2
2020-08-30,Rochester-East,suburban,43.17,-77.55,12.9,54.6,79.9
2020-08-31,Rochester-East,suburban,43.17,-77.55,9.5,49.5,59.1
2020-09-01,Rochester-East,suburban,43.17,-77.55,7.2,43.2,54.0
2020-09-02,Rochester-East,suburban,43.17,-77.55,12.2,53.2,75.1
2020-09-03,Rochester-East,suburban,43.17,-77.55,7.8,50.2,65.6
2020-09-04,Rochester-East,suburban,43.17,-77.55,7.6,48.5,38.5
2020-09-05,Rochester-East,suburban,43.17,-77.55,9.8,47.0,66.0
2020-09-06,Rochester-East,suburban,43.17,-77.55,5.8,41.7,52.0
2020-09-07,Rochester-East,suburban,43.17,-77.55,9.1,48.1,67.1
2020-09-08,Rochester-East,suburban,43.17,-77.55,5.2,39.6,72.7
2020-09-09,Rochester-East,suburban,43.17,-77.55,10.5,41.9,66.1
2020-09-10,Rochester-East,suburban,43.17,-77.55,9.9,41.4,44.6
2020-09-11,Rochester-East,suburban,43.17,-77.55,6.2,35.8,97.5
2020-09-12,Rochester-East,suburban,43.17,-77.55,18.2,38.3,70.4
2020-09-13,Rochester-East,suburban,43.17,-77.55,6.6,43.0,85.6
2020-09-14,Rochester-East,suburban,43.17,-77.55,9.1,51.9,64.4
2020-09-15,Rochester-East,suburban,43.17,-77.55,2.7,42.5,57.5
2020-09-16,Rochester-East,suburban,43.17,-77.55,,42.3,52.1
2020-09-17,Rochester-East,suburban,43.17,-77.55,7.6,40.0,54.0
2020-09-18,Rochester-East,suburban,43.17,-77.55,5.5,35.9,37.1
2020-09-19,Rochester-East,suburban,43.17,-77.55,7.9,42.1,44.3
2020-09-20,Rochester-East,suburban,43.17,-77.55,7.3,33.8,63.9
2020-09-21,Rochester-East,suburban,43.17,-77.55,6.5,42.0,40.0
2020-09-22,Rochester-East,suburban,43.17,-77.55,,25.9,65.6
2020-09-23,Rochester-East,suburban,43.17,-77.55,4.8,38.7,74.2
2020-09-24,Rochester-East,suburban,43.17,-77.55,10.0,24.7,72.0
2020-09-25,Rochester-East,suburban,43.17,-77.55,6.0,35.6,59.9
2020-09-26,Rochester-East,suburban,43.17,-77.55,5.4,37.2,67.1
2020-09-27,Rochester-East,suburban,43.17,-77.55,8.4,36.5,100.0
2020-09-28,Rochester-East,suburban,43.17,-77.55,5.0,37.6,72.2
2020-09-29,Rochester-East,suburban,43.17,-77.55,10.5,33.8,70.5
2020-09-30,Rochester-East,suburban,43.17,-77.55,5.9,40.3,42.1
2020-10-01,Rochester-East,suburban,43.17,-77.55,,31.0,31.1
2020-10-02,Rochester-East,suburban,43.17,-77.55,9.3,32.9,65.9
2020-10-03,Rochester-East,suburban,43.17,-77.55,9.1,38.2,63.4
2020-10-04,Rochester-East,suburban,43.17,-77.55,,41.0,84.2
2020-10-05,Rochester-East,suburban,43.17,-77.55,7.5,40.5,56.9
2020-10-06,Rochester-East,suburban,43.17,-77.55,8.1,46.0,72.8
2020-10-07,Rochester-East,suburban,43.17,-77.55,4.3,33.8,81.1
2020-10-08,Rochester-East,suburban,43.17,-77.55,5.7,38.8,95.0
2020-10-09,Rochester-East,suburban,43.17,-77.55,6.9,27.4,54.2
2020-10-10,Rochester-East,suburban,43.17,-77.55,8.3,39.8,70.3
2020-10-11,Rochester-East,suburban,43.17,-77.55,7.6,32.3,71.7
2020-10-12,Rochester-East,suburban,43.17,-77.55,6.8,33.2,72.6
2020-10-13,Rochester-East,suburban,43.17,-77.55,5.1,31.0,64.8
2020-10-14,Rochester-East,suburban,43.17,-77.55,8.9,25.9,58.8
2020-10-15,Rochester-East,suburban,43.17,-77.55,9.4,32.8,56.4
2020-10-16,Rochester-East,suburban,43.17,-77.55,7.8,21.3,53.2
2020-10-17,Rochester-East,suburban,43.17,-77.55,7.2,17.4,69.1
2020-10-18,Rochester-East,suburban,43.17,-77.55,8.3,24.0,84.9
2020-10-19,Rochester-East,suburban,43.17,-77.55,3.3,29.0,82.0
2020-10-20,Rochester-East,suburban,43.17,-77.55,7.3,26.3,77.5
2020-10-21,Rochester-East,suburban,43.17,-77.55,5.4,37.0,61.9
2020-10-22,Rochester-East,suburban,43.17,-77.55,9.6,24.6,77.3
2020-10-23,Rochester-East,suburban,43.17,-77.55,4.3,24.7,53.2
2020-10-24,Rochester-East,suburban,43.17,-77.55,6.5,31.9,44.1
2020-10-25,Rochester-East,suburban,43.17,-77.55,6.5,18.9,66.4
2020-10-26,Rochester-East,suburban,43.17,-77.55,,23.3,59.7
2020-10-27,Rochester-East,suburban,43.17,-77.55,,20.5,79.2
2020-10-28,Rochester-East,suburban,43.17,-77.55,4.2,23.4,75.8
2020-10-29,Rochester-East,suburban,43.17,-77.55,6.9,21.6,73.5
2020-10-30,Rochester-East,suburban,43.17,-77.55,4.7,25.8,55.9
2020-10-31,Rochester-East,suburban,43.17,-77.55,7.1,24.4,79.0
2020-11-01,Rochester-East,suburban,43.17,-77.55,6.7,17.8,47.5
2020-11-02,Rochester-East,suburban,43.17,-77.55,6.3,28.5,71.0
2020-11-03,Rochester-East,suburban,43.17,-77.55,3.8,31.6,52.4
2020-11-04,Rochester-East,suburban,43.17,-77.55,4.5,16.2,52.7
2020-11-05,Rochester-East,suburban,43.17,-77.55,8.1,28.0,35.8
2020-11-06,Rochester-East,suburban,43.17,-77.55,11.5,19.9,54.9
2020-11-07,Rochester-East,suburban,43.17,-77.55,5.6,19.4,85.2
2020-11-08,Rochester-East,suburban,43.17,-77.55,5.8,21.9,32.4
2020-11-09,Rochester-East,suburban,43.17,-77.55,7.0,15.9,60.5
2020-11-10,Rochester-East,suburban,43.17,-77.55,8.8,12.9,81.8
2020-11-11,Rochester-East,suburban,43.17,-77.55,6.5,14.4,52.9
2020-11-12,Rochester-East,suburban,43.17,-77.55,7.8,22.3,41.9
2020-11-13,Rochester-East,suburban,43.17,-77.55,6.8,14.8,67.6
2020-11-14,Rochester-East,suburban,43.17,-77.55,4.3,6.8,87.5
2020-11-15,Rochester-East,suburban,43.17,-77.55,3.6,10.1,60.2
2020-11-16,Rochester-East,suburban,43.17,-77.55,6.8,8.5,81.1
