SERIALNO,PUMA,AGEP,SEX,SCHL,OCCP_GROUP,PINCP,PINCP_RAW,PWGTP,MAR,WKHP,ENG
570629,Capital Region,28,2,21,Healthcare,41500.0,41500.0,5,3,41.0,N/A (only English)
104965,Westchester,63,2,22,Construction,59400.0,59400.0,44,3,20.0,N/A (only English)
227048,NYC-Brooklyn,56,1,9,Transportation,13600.0,13600.0,53,3,43.0,N/A (only English)
137211,Western NY,60,1,21,Office/Admin,55300.0,55300.0,14,1,39.0,Well
469686,NYC-Manhattan,39,1,21,Business/Financial,66200.0,66200.0,47,5,40.0,Very well
508470,Central NY,37,2,18,Unemployed,0.0,0.0,7,1,0.0,Very well
125887,North Country,60,1,21,Computer/Math,85100.0,85100.0,22,5,31.0,N/A (only English)
325616,NYC-Brooklyn,30,1,19,Production,11900.0,11900.0,25,4,42.0,N/A (only English)
941511,Long Island,43,2,21,Healthcare,74300.0,74300.0,27,1,49.0,Not well
126277,NYC-Manhattan,29,2,20,Food/Serving,22700.0,22700.0,44,1,34.0,N/A (only English)
553693,NYC-Queens,16,1,16,N/A,0.0,0.0,86,1,0.0,Very well
592074,NYC-Bronx,82,2,21,Business/Financial,75300.0,75300.0,55,5,38.0,N/A (only English)
143995,NYC-Staten Island,44,2,21,Healthcare,68000.0,68000.0,83,2,37.0,Very well
285940,Western NY,82,2,-1,N/A,0.0,0.0,8,5,0.0,N/A (only English)
264405,Long Island,25,1,18,Business/Financial,39900.0,39900.0,31,3,37.0,Not at all
223372,NYC-Bronx,54,2,12,N/A,0.0,0.0,75,1,0.0,Not well
533846,Capital Region,30,1,-1,N/A,0.0,0.0,47,5,0.0,N/A (only English)
803325,North Country,68,1,21,Business/Financial,42100.0,42100.0,9,5,39.0,Very well
670796,NYC-Manhattan,67,1,-1,N/A,0.0,0.0,32,1,0.0,N/A (only English)
973426,Mohawk Valley,24,2,15,Sales,8900.0,8900.0,28,1,44.0,N/A (only English)
415821,NYC-Manhattan,77,2,17,Food/Serving,16600.0,16600.0,143,5,37.0,Well
891473,Capital Region,29,2,16,Management,31400.0,31400.0,24,-1,42.0,N/A (only English)
164946,NYC-Brooklyn,56,1,22,Education,,45900.0,28,5,51.0,N/A (only English)
120694,NYC-Manhattan,83,2,23,Education,65100.0,65100.0,28,1,47.0,N/A (only English)
460773,NYC-Queens,75,2,20,Production,,51900.0,59,5,30.0,N/A (only English)
406066,Long Island,81,1,16,Management,16900.0,16900.0,39,5,52.0,N/A (only English)
642787,NYC-Queens,39,2,16,Unemployed,0.0,0.0,47,5,0.0,N/A (only English)
287952,NYC-Manhattan,23,1,21,Business/Financial,71900.0,71900.0,28,5,50.0,N/A (only English)
899766,NYC-Staten Island,29,2,20,Unemployed,0.0,0.0,105,1,0.0,N/A (only English)
612900,Western NY,48,1,21,Management,63100.0,63100.0,15,5,50.0,N/A (only English)
603231,NYC-Queens,68,2,16,Transportation,27400.0,27400.0,74,5,33.0,N/A (only English)
696256,NYC-Brooklyn,26,2,18,Office/Admin,30100.0,30100.0,18,5,38.0,N/A (only English)
762091,NYC-Queens,59,2,9,Office/Admin,15700.0,15700.0,112,3,34.0,Well
238467,NYC-Manhattan,37,1,21,Management,141400.0,141400.0,36,1,41.0,N/A (only English)
837850,Capital Region,38,1,18,Construction,22500.0,22500.0,51,4,49.0,N/A (only English)
438524,Capital Region,59,1,-1,N/A,0.0,0.0,30,1,0.0,N/A (only English)
473254,NYC-Staten Island,46,2,21,Management,,69600.0,23,1,41.0,Very well
980170,NYC-Queens,70,2,18,Office/Admin,34800.0,34800.0,63,5,25.0,Very well
614607,Capital Region,27,1,16,Construction,15800.0,15800.0,64,5,34.0,N/A (only English)
646421,NYC-Bronx,68,1,-1,N/A,0.0,0.0,38,5,0.0,N/A (only English)
946761,Capital Region,20,2,9,Production,7200.0,7200.0,64,5,32.0,N/A (only English)
476569,Long Island,29,2,17,N/A,0.0,0.0,40,2,0.0,N/A (only English)
121437,Westchester,58,1,-1,N/A,0.0,0.0,64,2,0.0,Not well
821134,NYC-Staten Island,73,1,21,Business/Financial,125100.0,125100.0,60,3,53.0,N/A (only English)
439405,NYC-Queens,33,1,20,Sales,44900.0,44900.0,50,3,31.0,N/A (only English)
233110,North Country,38,2,16,Sales,10000.0,10000.0,72,3,34.0,N/A (only English)
728008,NYC-Bronx,51,2,22,Sales,64300.0,64300.0,84,5,34.0,Very well
321864,NYC-Staten Island,30,2,16,Unemployed,0.0,0.0,47,1,0.0,N/A (only English)
110070,NYC-Brooklyn,70,1,16,N/A,0.0,0.0,70,3,0.0,Very well
418950,Long Island,67,2,16,Unemployed,0.0,0.0,24,3,0.0,N/A (only English)
281991,NYC-Staten Island,26,1,16,Unemployed,0.0,0.0,58,1,0.0,Well
823844,NYC-Brooklyn,46,1,-1,N/A,0.0,0.0,111,5,0.0,N/A (only English)
873792,NYC-Manhattan,67,2,21,N/A,0.0,0.0,49,1,0.0,N/A (only English)
315471,NYC-Staten Island,38,1,21,Computer/Math,92700.0,92700.0,32,5,51.0,N/A (only English)
627358,Westchester,57,1,-1,N/A,0.0,0.0,20,1,0.0,N/A (only English)
321099,NYC-Bronx,19,2,16,Unemployed,0.0,0.0,57,1,0.0,N/A (only English)
467049,NYC-Brooklyn,55,1,1,Production,12500.0,12500.0,33,1,44.0,Well
101468,Long Island,26,2,21,Management,49100.0,49100.0,16,3,44.0,N/A (only English)
533418,NYC-Manhattan,71,2,20,Management,52900.0,52900.0,26,5,42.0,N/A (only English)
736217,NYC-Queens,39,2,19,Food/Serving,,15400.0,110,3,39.0,N/A (only English)
707922,NYC-Brooklyn,35,1,12,Production,13600.0,13600.0,50,5,38.0,N/A (only English)
500124,NYC-Brooklyn,72,1,19,Construction,23600.0,23600.0,56,5,51.0,Not well
884098,NYC-Brooklyn,19,1,16,Food/Serving,10200.0,10200.0,30,1,28.0,N/A (only English)
327470,NYC-Queens,42,1,16,Transportation,17500.0,17500.0,38,1,18.0,N/A (only English)
648826,NYC-Manhattan,40,2,16,Healthcare,34100.0,34100.0,37,1,40.0,N/A (only English)
596111,NYC-Queens,35,1,17,Production,22800.0,22800.0,46,2,47.0,N/A (only English)
909324,NYC-Bronx,77,1,17,Production,19700.0,19700.0,20,5,38.0,N/A (only English)
432348,NYC-Bronx,65,2,16,N/A,0.0,0.0,104,1,0.0,N/A (only English)
956716,NYC-Queens,20,2,-1,N/A,0.0,0.0,54,4,0.0,Very well
726988,Capital Region,63,2,-1,N/A,0.0,0.0,23,5,0.0,N/A (only English)
483766,NYC-Manhattan,50,1,20,Healthcare,106800.0,106800.0,94,5,23.0,Well
745112,NYC-Bronx,76,2,-1,N/A,0.0,0.0,90,5,0.0,N/A (only English)
489879,NYC-Manhattan,37,2,-1,N/A,0.0,0.0,38,5,0.0,N/A (only English)
187945,NYC-Manhattan,53,1,17,Unemployed,0.0,0.0,78,5,0.0,N/A (only English)
760063,NYC-Staten Island,48,1,19,Sales,34500.0,34500.0,77,5,42.0,N/A (only English)
969420,NYC-Bronx,48,1,-1,N/A,0.0,0.0,65,5,0.0,N/A (only English)
407330,Central NY,46,2,21,Computer/Math,64600.0,64600.0,42,3,33.0,N/A (only English)
113417,NYC-Bronx,30,1,16,Office/Admin,17500.0,17500.0,88,1,28.0,N/A (only English)
985156,North Country,65,2,21,Education,39900.0,39900.0,33,1,30.0,N/A (only English)
966567,NYC-Manhattan,45,2,16,N/A,0.0,0.0,123,1,0.0,N/A (only English)
445088,NYC-Manhattan,81,2,17,Office/Admin,25800.0,25800.0,55,1,26.0,N/A (only English)
281714,NYC-Manhattan,33,1,16,Unemployed,0.0,0.0,56,1,0.0,N/A (only English)
517351,NYC-Brooklyn,60,1,16,Food/Serving,20200.0,20200.0,89,5,38.0,N/A (only English)
996982,NYC-Bronx,80,1,1,Office/Admin,12400.0,12400.0,49,2,32.0,N/A (only English)
644704,Long Island,59,1,23,Healthcare,188000.0,188000.0,42,1,28.0,N/A (only English)
452285,NYC-Manhattan,74,2,16,Sales,,20100.0,39,1,54.0,N/A (only English)
334091,Western NY,71,1,15,N/A,0.0,0.0,4,4,0.0,Very well
881763,Capital Region,40,1,15,Production,9400.0,9400.0,30,5,33.0,N/A (only English)
628766,NYC-Brooklyn,55,1,20,Office/Admin,24400.0,24400.0,21,5,37.0,Well
354932,NYC-Manhattan,27,1,-1,N/A,0.0,0.0,35,3,0.0,N/A (only English)
540228,NYC-Brooklyn,51,2,16,Transportation,45000.0,45000.0,89,1,48.0,Well
453875,NYC-Manhattan,31,2,15,Construction,21000.0,21000.0,89,1,42.0,N/A (only English)
761531,NYC-Manhattan,65,2,19,Management,,53000.0,110,1,53.0,N/A (only English)
731384,NYC-Bronx,50,1,20,Office/Admin,35700.0,35700.0,16,1,32.0,N/A (only English)
534784,NYC-Brooklyn,43,2,16,Construction,16500.0,16500.0,65,5,44.0,N/A (only English)
473942,NYC-Queens,34,2,16,N/A,0.0,0.0,46,1,0.0,N/A (only English)
798685,Mohawk Valley,84,1,18,Management,33100.0,33100.0,40,1,43.0,N/A (only English)
929454,Long Island,21,1,16,Office/Admin,15300.0,15300.0,69,5,44.0,N/A (only English)
407296,Western NY,19,2,-1,N/A,0.0,0.0,8,1,0.0,Very well
241967,NYC-Manhattan,31,2,12,Food/Serving,5900.0,5900.0,55,-1,43.0,N/A (only English)
283210,NYC-Queens,82,2,16,Healthcare,18900.0,18900.0,89,5,32.0,Well
468494,NYC-Bronx,83,1,22,Education,,42500.0,44,5,57.0,Very well
940575,NYC-Manhattan,58,1,22,Business/Financial,,147800.0,155,1,24.0,Very well
930041,NYC-Manhattan,75,2,16,Transportation,15700.0,15700.0,42,1,31.0,Well
653308,Long Island,30,2,-1,N/A,0.0,0.0,28,1,0.0,N/A (only English)
204340,Long Island,82,2,21,Healthcare,67300.0,67300.0,19,2,42.0,N/A (only English)
387582,NYC-Queens,26,2,16,Food/Serving,10600.0,10600.0,59,1,39.0,N/A (only English)
273562,NYC-Bronx,23,1,19,Office/Admin,25400.0,25400.0,8,1,38.0,N/A (only English)
855295,NYC-Queens,24,2,16,Management,26700.0,26700.0,47,5,45.0,N/A (only English)
284903,NYC-Manhattan,53,2,16,Military,26500.0,26500.0,116,1,31.0,Very well
939814,NYC-Queens,67,2,16,Management,38400.0,38400.0,23,5,46.0,N/A (only English)
880084,NYC-Brooklyn,40,1,21,Management,87400.0,87400.0,20,4,39.0,N/A (only English)
644441,NYC-Manhattan,83,1,22,Education,62800.0,62800.0,106,5,47.0,Not at all
606075,North Country,44,2,17,N/A,0.0,0.0,48,5,0.0,N/A (only English)
832393,NYC-Staten Island,26,2,17,Production,22800.0,22800.0,24,1,35.0,N/A (only English)
594994,Long Island,46,2,19,Food/Serving,16700.0,16700.0,78,5,40.0,N/A (only English)
664762,NYC-Brooklyn,60,2,21,Management,76900.0,76900.0,70,5,44.0,N/A (only English)
816947,NYC-Queens,71,2,21,Education,35200.0,35200.0,102,5,43.0,Very well
232963,NYC-Brooklyn,46,2,17,Production,27200.0,27200.0,33,5,37.0,N/A (only English)
447294,NYC-Manhattan,54,1,21,Computer/Math,81400.0,81400.0,133,1,38.0,Very well
815988,NYC-Brooklyn,34,1,18,Sales,24400.0,24400.0,46,1,32.0,Very well
923272,Capital Region,58,1,21,Management,61900.0,61900.0,16,5,43.0,N/A (only English)
206849,Long Island,83,2,16,Healthcare,27800.0,27800.0,42,5,24.0,N/A (only English)
113114,NYC-Bronx,19,1,16,Office/Admin,8000.0,8000.0,43,5,39.0,Well
132670,NYC-Bronx,75,1,19,Computer/Math,61700.0,61700.0,21,2,43.0,N/A (only English)
579984,Western NY,52,2,24,Management,95000.0,95000.0,22,5,53.0,N/A (only English)
582633,NYC-Manhattan,33,2,20,Food/Serving,16300.0,16300.0,45,3,32.0,Not well
605143,NYC-Brooklyn,81,2,-1,N/A,0.0,0.0,34,3,0.0,N/A (only English)
261955,NYC-Queens,47,1,15,Construction,14700.0,14700.0,114,2,38.0,N/A (only English)
161341,Westchester,38,2,19,Management,40100.0,40100.0,109,5,41.0,N/A (only English)
315574,Mohawk Valley,28,1,18,Office/Admin,14500.0,14500.0,10,5,29.0,N/A (only English)
278214,NYC-Brooklyn,32,1,21,Unemployed,0.0,0.0,61,2,0.0,Well
726248,Central NY,71,1,22,Management,148500.0,148500.0,15,5,40.0,Very well
815347,Capital Region,56,1,22,Education,,89100.0,99,2,28.0,Very well
705026,NYC-Brooklyn,77,1,21,Office/Admin,95800.0,95800.0,73,5,44.0,Very well
191461,NYC-Queens,32,2,21,Business/Financial,55600.0,55600.0,95,2,44.0,Not well
646687,NYC-Queens,24,1,-1,N/A,0.0,0.0,110,1,0.0,N/A (only English)
676373,North Country,16,2,18,N/A,0.0,0.0,22,1,0.0,N/A (only English)
782148,NYC-Brooklyn,49,1,22,Management,197200.0,197200.0,48,5,43.0,N/A (only English)
669964,Capital Region,84,1,-1,N/A,0.0,0.0,58,5,0.0,N/A (only English)
767756,NYC-Queens,61,2,20,Management,59800.0,59800.0,87,3,36.0,N/A (only English)
680801,Westchester,36,2,21,Education,40300.0,40300.0,21,1,47.0,N/A (only English)
391386,NYC-Queens,74,2,18,Office/Admin,27400.0,27400.0,35,1,29.0,N/A (only English)
391665,NYC-Staten Island,67,2,16,Food/Serving,13300.0,13300.0,43,5,37.0,N/A (only English)
313261,Capital Region,17,2,21,N/A,0.0,0.0,45,3,0.0,N/A (only English)
601842,Capital Region,70,2,16,Production,36400.0,36400.0,56,1,29.0,Not at all
324050,Central NY,36,2,19,Transportation,18300.0,18300.0,90,5,36.0,Well
555020,NYC-Manhattan,26,2,23,Business/Financial,82000.0,82000.0,35,1,49.0,Not well
341289,Long Island,31,1,15,Production,16300.0,16300.0,35,5,40.0,N/A (only English)
491415,NYC-Manhattan,46,2,9,Food/Serving,7200.0,7200.0,42,1,31.0,N/A (only English)
398672,NYC-Queens,44,1,21,Education,107500.0,107500.0,48,5,33.0,Well
268500,NYC-Bronx,35,1,17,Healthcare,25000.0,25000.0,95,5,34.0,N/A (only English)
100095,NYC-Queens,28,2,18,Construction,14000.0,14000.0,53,1,31.0,Well
876280,NYC-Bronx,66,1,18,Food/Serving,23400.0,23400.0,120,5,39.0,N/A (only English)
302413,Mohawk Valley,84,1,15,Construction,10500.0,10500.0,13,1,52.0,N/A (only English)
979584,NYC-Manhattan,67,1,1,Food/Serving,17500.0,17500.0,85,5,33.0,N/A (only English)
843354,Long Island,36,2,24,Sales,58600.0,58600.0,26,1,51.0,N/A (only English)
744706,NYC-Queens,32,1,16,Business/Financial,10700.0,10700.0,18,5,40.0,N/A (only English)
633301,NYC-Manhattan,31,1,19,Healthcare,37400.0,37400.0,29,1,39.0,N/A (only English)
955672,NYC-Brooklyn,25,2,-1,N/A,0.0,0.0,58,1,0.0,N/A (only English)
367833,Western NY,52,2,22,Management,98500.0,98500.0,77,5,42.0,N/A (only English)
176454,Central NY,55,1,16,Management,33700.0,33700.0,14,5,28.0,Not well
540666,Western NY,62,1,20,Transportation,20300.0,20300.0,17,5,40.0,N/A (only English)
488664,Mohawk Valley,60,1,21,N/A,0.0,0.0,28,2,0.0,N/A (only English)
703489,NYC-Brooklyn,35,1,21,Sales,51800.0,51800.0,38,5,20.0,N/A (only English)
388708,NYC-Queens,38,1,22,Construction,65900.0,65900.0,40,3,38.0,N/A (only English)
641646,Long Island,60,1,19,Management,36600.0,36600.0,34,5,41.0,N/A (only English)
132151,NYC-Bronx,39,2,16,Healthcare,22100.0,22100.0,42,4,26.0,N/A (only English)
773970,NYC-Queens,30,2,19,Office/Admin,21400.0,21400.0,18,1,37.0,N/A (only English)
930550,NYC-Queens,41,2,21,N/A,0.0,0.0,36,5,0.0,N/A (only English)
504093,NYC-Staten Island,34,1,21,Education,76300.0,76300.0,78,5,35.0,N/A (only English)
327584,NYC-Staten Island,22,1,15,Office/Admin,15200.0,15200.0,80,1,36.0,N/A (only English)
238701,NYC-Brooklyn,71,2,12,Food/Serving,6000.0,6000.0,121,3,36.0,N/A (only English)
715131,NYC-Bronx,73,1,-1,N/A,0.0,0.0,115,3,0.0,Very well
595845,NYC-Bronx,31,2,16,Healthcare,33600.0,33600.0,31,4,33.0,N/A (only English)
564108,NYC-Staten Island,20,2,16,Sales,19000.0,19000.0,34,1,38.0,N/A (only English)
617386,NYC-Brooklyn,64,2,22,Food/Serving,78800.0,78800.0,35,5,43.0,Very well
326120,Westchester,30,1,18,Management,26600.0,26600.0,30,5,38.0,Very well
977638,NYC-Manhattan,42,1,16,Production,25800.0,25800.0,37,1,37.0,N/A (only English)
498150,NYC-Queens,20,2,19,Unemployed,0.0,0.0,49,5,0.0,Very well
199191,Westchester,31,2,20,Unemployed,0.0,0.0,21,5,0.0,N/A (only English)
286458,NYC-Bronx,68,1,19,Unemployed,0.0,0.0,87,4,0.0,N/A (only English)
351356,NYC-Brooklyn,69,2,-1,N/A,0.0,0.0,30,1,0.0,Well
429546,Long Island,30,1,16,Management,40000.0,40000.0,20,1,45.0,N/A (only English)
802058,NYC-Bronx,38,1,21,N/A,0.0,0.0,74,3,0.0,N/A (only English)
377690,Capital Region,25,2,16,Sales,11300.0,11300.0,33,3,53.0,N/A (only English)
256171,Westchester,21,2,18,Military,20100.0,20100.0,29,5,36.0,N/A (only English)
378618,Long Island,84,2,21,Management,61800.0,61800.0,51,5,28.0,N/A (only English)
660307,NYC-Bronx,58,1,16,Sales,24200.0,24200.0,88,5,31.0,N/A (only English)
876256,NYC-Manhattan,51,1,21,Management,80300.0,80300.0,170,5,44.0,N/A (only English)
979495,NYC-Brooklyn,66,2,16,Management,57200.0,57200.0,84,5,51.0,N/A (only English)
584405,NYC-Queens,72,1,15,N/A,,0.0,152,3,0.0,N/A (only English)
736832,NYC-Staten Island,69,1,20,Production,25200.0,25200.0,56,1,30.0,N/A (only English)
905476,NYC-Bronx,17,2,21,N/A,0.0,0.0,126,1,0.0,Very well
202081,NYC-Brooklyn,29,1,16,Office/Admin,14200.0,14200.0,128,1,37.0,Well
466325,NYC-Manhattan,58,2,-1,N/A,0.0,0.0,50,5,0.0,N/A (only English)
492515,NYC-Bronx,41,1,16,Office/Admin,31100.0,31100.0,36,1,37.0,N/A (only English)
164802,NYC-Brooklyn,83,2,16,Transportation,22400.0,22400.0,40,1,32.0,Very well
885301,Westchester,59,2,16,Sales,15500.0,15500.0,40,5,48.0,N/A (only English)
330950,NYC-Manhattan,81,1,16,Transportation,23300.0,23300.0,27,-1,45.0,Very well
520871,NYC-Staten Island,30,1,15,Construction,13500.0,13500.0,41,1,39.0,N/A (only English)
554205,Western NY,74,1,22,Education,51000.0,51000.0,46,1,34.0,N/A (only English)
431746,NYC-Brooklyn,37,1,20,N/A,0.0,0.0,81,3,0.0,N/A (only English)
424658,NYC-Bronx,84,2,18,Office/Admin,58000.0,58000.0,13,1,44.0,N/A (only English)
379585,NYC-Manhattan,27,2,-1,N/A,0.0,0.0,24,5,0.0,N/A (only English)
446152,Long Island,49,2,17,Sales,24100.0,24100.0,97,5,41.0,N/A (only English)
479155,NYC-Bronx,68,2,16,Unemployed,0.0,0.0,110,1,0.0,N/A (only English)
467185,NYC-Queens,44,1,16,Unemployed,,0.0,38,4,0.0,N/A (only English)
218374,NYC-Bronx,46,1,16,N/A,0.0,0.0,22,1,0.0,Very well
662330,Central NY,83,2,20,Office/Admin,16000.0,16000.0,8,-1,34.0,N/A (only English)
599538,NYC-Brooklyn,44,2,16,Sales,51500.0,51500.0,74,3,44.0,N/A (only English)
181992,NYC-Manhattan,55,2,20,Food/Serving,34900.0,34900.0,178,5,40.0,N/A (only English)
320175,Central NY,19,1,21,Management,53700.0,53700.0,76,1,28.0,N/A (only English)
611053,NYC-Staten Island,72,2,22,Sales,48600.0,48600.0,21,1,30.0,Very well
717672,Central NY,58,1,21,Business/Financial,106200.0,106200.0,16,2,31.0,Well
282932,NYC-Staten Island,42,2,16,Construction,34500.0,34500.0,32,5,44.0,N/A (only English)
508108,Capital Region,17,2,16,N/A,0.0,0.0,22,4,0.0,N/A (only English)
201241,NYC-Queens,54,1,20,Unemployed,0.0,0.0,24,5,0.0,N/A (only English)
451837,Westchester,16,2,16,N/A,0.0,0.0,25,1,0.0,N/A (only English)
190080,Western NY,16,2,15,N/A,0.0,0.0,10,1,0.0,N/A (only English)
772922,NYC-Staten Island,56,2,20,N/A,0.0,0.0,74,1,0.0,N/A (only English)
397932,NYC-Brooklyn,29,2,17,Management,30300.0,30300.0,40,5,35.0,Very well
890492,NYC-Brooklyn,29,1,22,Business/Financial,44800.0,44800.0,43,5,44.0,N/A (only English)
485791,NYC-Brooklyn,58,2,16,Production,23400.0,23400.0,74,3,52.0,N/A (only English)
656486,NYC-Brooklyn,19,1,-1,N/A,0.0,0.0,146,1,0.0,N/A (only English)
457388,NYC-Brooklyn,37,1,22,Healthcare,171200.0,171200.0,194,5,43.0,N/A (only English)
203028,NYC-Bronx,26,1,12,Military,15200.0,15200.0,71,1,34.0,Not well
268190,NYC-Staten Island,53,2,20,Production,28000.0,28000.0,51,5,32.0,Very well
985710,NYC-Queens,59,1,20,Sales,39800.0,39800.0,120,1,35.0,N/A (only English)
346264,Long Island,63,1,21,Business/Financial,77000.0,77000.0,59,5,33.0,N/A (only English)
671794,NYC-Manhattan,33,1,20,Sales,25100.0,25100.0,92,5,29.0,Well
829449,NYC-Manhattan,22,2,19,Construction,18200.0,18200.0,21,4,31.0,N/A (only English)
327125,NYC-Brooklyn,21,2,17,Sales,26400.0,26400.0,112,1,41.0,Well
696153,NYC-Bronx,44,1,16,Transportation,49300.0,49300.0,67,1,33.0,N/A (only English)
598057,NYC-Brooklyn,80,2,-1,N/A,0.0,0.0,31,1,0.0,N/A (only English)
264752,NYC-Brooklyn,31,1,16,Unemployed,0.0,0.0,36,4,0.0,N/A (only English)
886569,NYC-Queens,33,2,12,Sales,9900.0,9900.0,77,1,35.0,N/A (only English)
682616,Capital Region,23,2,16,N/A,0.0,0.0,3,5,0.0,N/A (only English)
798666,NYC-Manhattan,55,2,23,Education,177000.0,177000.0,50,5,40.0,Very well
892626,Long Island,60,1,21,Transportation,80100.0,80100.0,23,1,42.0,N/A (only English)
671825,Long Island,58,2,22,Management,119300.0,119300.0,22,5,26.0,Very well
783520,Capital Region,73,2,22,Business/Financial,78200.0,78200.0,14,5,28.0,Very well
610483,Western NY,47,2,22,Business/Financial,51000.0,51000.0,7,2,37.0,N/A (only English)
711670,NYC-Manhattan,25,2,20,Food/Serving,13700.0,13700.0,102,1,29.0,Very well
912222,NYC-Brooklyn,35,1,16,Education,36800.0,36800.0,15,1,43.0,N/A (only English)
469359,Central NY,59,2,16,Military,14200.0,14200.0,22,5,34.0,Very well
571849,NYC-Queens,56,1,20,Sales,30500.0,30500.0,32,1,50.0,N/A (only English)
180181,NYC-Bronx,50,2,17,N/A,0.0,0.0,179,5,0.0,N/A (only English)
111874,Long Island,60,1,20,Office/Admin,41500.0,41500.0,33,5,34.0,Very well
829912,Long Island,57,2,20,Healthcare,34800.0,34800.0,11,5,39.0,N/A (only English)
290861,Western NY,75,1,21,Healthcare,,80100.0,29,-1,32.0,N/A (only English)
913237,Mohawk Valley,54,1,9,N/A,0.0,0.0,9,5,0.0,N/A (only English)
297054,Long Island,67,1,9,Construction,13100.0,13100.0,54,1,40.0,N/A (only English)
306691,NYC-Brooklyn,33,1,21,Management,85600.0,85600.0,79,5,44.0,Very well
406048,Central NY,60,2,16,Unemployed,0.0,0.0,56,1,0.0,N/A (only English)
936155,NYC-Manhattan,76,2,21,Business/Financial,70900.0,70900.0,61,-1,46.0,N/A (only English)
709302,NYC-Brooklyn,41,2,20,Construction,,28600.0,89,3,36.0,N/A (only English)
286895,Central NY,67,2,-1,N/A,0.0,0.0,20,-1,0.0,N/A (only English)
325805,NYC-Brooklyn,63,2,22,Healthcare,88100.0,88100.0,38,1,46.0,Very well
786696,NYC-Brooklyn,20,1,18,Sales,15800.0,15800.0,103,1,39.0,Well
942869,NYC-Manhattan,53,1,21,Business/Financial,92100.0,92100.0,26,1,35.0,Very well
648940,Central NY,25,1,16,Unemployed,0.0,0.0,19,1,0.0,Very well
665836,NYC-Bronx,82,2,18,Unemployed,0.0,0.0,38,5,0.0,N/A (only English)
447725,Long Island,70,1,21,Healthcare,,53200.0,50,1,33.0,Well
272498,NYC-Brooklyn,23,1,21,Business/Financial,50000.0,50000.0,30,5,45.0,N/A (only English)
840421,Westchester,24,2,19,Computer/Math,31000.0,31000.0,26,5,49.0,Very well
273048,Westchester,54,2,16,Healthcare,23400.0,23400.0,33,5,29.0,N/A (only English)
924397,NYC-Brooklyn,39,2,22,Healthcare,72200.0,72200.0,133,5,42.0,N/A (only English)
538233,NYC-Queens,18,2,16,Food/Serving,11500.0,11500.0,39,1,27.0,N/A (only English)
720683,NYC-Brooklyn,51,2,22,Management,51000.0,51000.0,42,1,36.0,N/A (only English)
874039,North Country,41,2,21,Computer/Math,102200.0,102200.0,7,1,43.0,N/A (only English)
365877,Long Island,23,2,17,Transportation,22500.0,22500.0,20,1,31.0,Well
935373,Western NY,69,2,12,Unemployed,0.0,0.0,26,2,0.0,Well
342409,NYC-Brooklyn,78,1,16,Office/Admin,15700.0,15700.0,55,-1,47.0,Not at all
954895,Westchester,66,1,24,Sales,43300.0,43300.0,33,2,41.0,N/A (only English)
915854,Westchester,70,1,22,Computer/Math,110300.0,110300.0,79,3,32.0,N/A (only English)
711741,Long Island,31,1,20,Office/Admin,18600.0,18600.0,14,5,42.0,N/A (only English)
845987,North Country,34,2,19,Transportation,25400.0,25400.0,101,5,28.0,Very well
393084,NYC-Queens,30,1,21,Sales,55000.0,55000.0,110,-1,37.0,N/A (only English)
945031,NYC-Manhattan,66,1,19,Sales,36600.0,36600.0,44,5,43.0,Very well
347205,Long Island,80,2,21,Healthcare,50100.0,50100.0,40,3,42.0,N/A (only English)
555370,Long Island,63,2,16,Unemployed,0.0,0.0,23,1,0.0,Very well
885451,NYC-Staten Island,75,2,22,Education,126900.0,126900.0,66,5,36.0,N/A (only English)
864879,NYC-Brooklyn,57,2,21,Education,82100.0,82100.0,198,1,35.0,N/A (only English)
508856,NYC-Bronx,41,2,17,Production,27900.0,27900.0,37,1,29.0,N/A (only English)
794211,NYC-Brooklyn,44,2,22,Management,149800.0,149800.0,47,5,41.0,Very well
502505,NYC-Queens,21,1,20,Office/Admin,16000.0,16000.0,34,3,43.0,N/A (only English)
733953,Long Island,18,1,16,N/A,0.0,0.0,24,3,0.0,N/A (only English)
261871,Westchester,61,1,15,Office/Admin,,31900.0,27,5,51.0,N/A (only English)
426199,NYC-Brooklyn,44,2,21,Business/Financial,61500.0,61500.0,28,3,37.0,Not well
672675,NYC-Queens,52,2,23,Education,127300.0,127300.0,46,3,43.0,N/A (only English)
603999,NYC-Brooklyn,52,2,22,Business/Financial,88300.0,88300.0,56,5,45.0,Very well
911729,NYC-Brooklyn,34,2,21,Healthcare,31000.0,31000.0,42,5,34.0,Very well
612428,Westchester,47,1,16,Healthcare,54400.0,54400.0,10,1,42.0,N/A (only English)
128242,Western NY,46,2,15,Construction,8300.0,8300.0,18,1,31.0,N/A (only English)
950527,NYC-Queens,41,2,17,Construction,19300.0,19300.0,53,5,39.0,Very well
705196,Westchester,70,1,22,Computer/Math,,93200.0,85,5,39.0,Very well
584626,Central NY,45,2,-1,N/A,0.0,0.0,20,5,0.0,N/A (only English)
652200,Capital Region,55,1,16,Sales,13500.0,13500.0,38,5,40.0,N/A (only English)
776831,NYC-Brooklyn,76,1,22,Business/Financial,71100.0,71100.0,42,5,44.0,N/A (only English)
220675,North Country,74,2,20,Sales,26900.0,26900.0,49,5,33.0,N/A (only English)
207737,NYC-Queens,76,2,9,Construction,12600.0,12600.0,30,5,37.0,N/A (only English)
